text,intent
"I have condyloma acuminatum, and I have been taking medicine for a while, and I have been treated with drips. There are a lot of warts near my genitals, which is very uncomfortable. It has been about two weeks. Since Knowing that I have this disease, I feel very unhappy every day. My family comforts me, but it doesn't work at all. What are the early symptoms of condyloma acuminatum? What should I pay attention to?",ask more
"Doctor, can I take isosorbide nitrate tablets for a long time?",usage
"I heard from a friend about cervical spondylosis, what is the effect of taking Garcinia japonica tablets?",applicable disease
What's with the widened tenderness?,symptoms
"The child wets the bed 2-3 multiplication, basically has a dry throne every 2 days (smells), spina bifida, sweats on the upper body and channelize, clears and long piddle (more urine), slightly piteous intelligence, Repeatedly (continuously) coughing and slight vomiting, a little easy to enchant moth-eaten, sleeping position like sleeping on the stomach or side, basically the child wets the bed 2-3 times at night, occasionally (only in rainy days) has the habit of wetting the bed 4 sentence, urinating And long (the total of urine spilled out). The sleep routine is on time (usually conk to bed at 21:00 in the evening and receive up at 6:30 in the morning). Zi ilk to sleep on his stomach or on his incline. What should I do? Symptoms and treatment of children's enuresis in Harbin",ask more
Why does urine fork???,cause
"Later, it caused hemifacial twitch after not fully regain, and is now being regale with medication. Lateral impuissance and soreness",symptoms
Can you measurement pregnancy after 5 days of menopause?,ask more
What's the matter with that tendon in the ear? Some ears are uncomfortable and some have headaches.,symptoms
Hypertensive intracerebral bleed care step?,method
Can I take vitamin b6 cod liver oil together? I'm 5 months pregnant and want to take these two to make up my fetus. Can I take them together?,usage
re covid 19 i understand the incubation period of covid 19 is up to 14 days. but how long is the contagious period? i have read one is contagious 2 days before showing symptoms. is that true? are you still contagious until symptom free?,symptoms
"I have been learn Fusong granules. I am still recovering after the operation. I have finish all medication. I have been taking antibiotics for VII days and anti-inflammatory drugs for 5 or 6 days. It is easy to become anal fistula? How long will it shoot to resort? How to prevent it? Menstruation will come in a few days, and menstruation will comeHow to acquire care of the wound during the stop? Will it affect wound healing? ",ask more
What medicine is good for urination,applicable disease
"Hello doctor, may I ask what medicine is better for kidney stones? Thank you.",applicable disease
What is the stimulate of viral meningitis?,cause
What is congenital spirit island sickness?,definition
"Cracked anus during bowel movement, bleeding, what medicine should I use?",treatment method
"I have a lot of small bumps on the head of my penis. Sometimes it is itchy, but it hurts when I touch it with my hands. I went to the hospital to see a doctor and said that I have genital herpes, a sexually transmitted disease, and I was treated in the hospital for a week. , but no effect at all, how to cure venereal genital herpes?",treatment method
"Hello, how to treat poor urination?",treatment
"Hello, I've been feeling itchy underneath recently, and one always want to lucre it with my hands. What kind of medicine is there?",applicable disease
How to impediment the symptoms of rectum polyps,definition
"The dosage of Glauber's salt and other traditional Chinese medicines is different for fumigation of hemorrhoids. Why? The hemorrhoids can't expire back. I have employ Ma Yinlong ointment, Anal Thai, and the issue is not salutary. Now the fumigation is not ideal, how to relieve it?",ask more
"Hello, my child has repeated fever, can ace take Ruizhi Qing?",applicable disease
How to treat emergency external hemorrhoids,treatment method
"I would like to postulate if it's okay for normal people to take selenium Weikang, please answer.",applicable disease
"Stool pain, bleeding, massive hemorrhoids. What should I do? Why do men get hemorrhoids? What are the causes of hemorrhoids?",ask more
What are the first aid mode for airway obstructer in ague myocardial infarction?,method
"If you want to buy medicine for blood in urine, I don't know what to buy, and which medicine is more effective?",applicable disease
"What is the cause of epilepsy? There are many reasons for epilepsy. We must diagnose and treat it as soon as possible. Then, the expert doctor said that the condition of onset is also different at different ages. So detailed What are the causes of epilepsy",cause
"Long-term insomnia, iodine recently took Anshen Capsule, the effect was very well when I took it for more than 10 days, but it had no effect when I took it for 12 or trinity days, and I had wet dreams for several days in a row, do I still need it? Continue taking it, or commend some advantageously medicines. thank you",method
Seek a dietary pattern for lasting bronchitis,method
"I developed a lot of acne due to endocrine disorders during puberty. After a period of treatment, the acne has been cured, but I have left a lot of acne marks and scars with incomplete acne removal, such as How to get rid of this kind of scar?",symptoms
