text,intent,label
"i feel like a worm is biting my butt (anal itching) for three days. i started to buy abendazole last thursday, and i take two pills before going to bed every night, and i still feel worms after eating it for four days. what should i do?",treatment method,8
what should i do if i am pregnant with severe constipation,treatment,7
"frequent urination, what medicine can i return to relieve urgency?",treatment method,8
"i plan to buy this soporific to eat, but 1 don't know if this is a one cours or a half-month form",usage,9
"i want to ask, what is the effect of sanjieling capsule? can it treat thyroid cyst?",ask more,1
"eating one tablet is invalid, will it be a difficulties to postulate another one?",usage,9
mckenzie iodin ask what time of day this olanzapine tablet is exploited for?,usage,9
"excuse me, does it take ten days for the menstrual period to complete, is it blood stasis?",symptoms,6
"the hands and feet are usually paralyzed, and the blood pressure is usually high. what should i do?",treatment method,8
what is facial neuritis,definition,3
"leg cramps, indigestion is easy for mycoplasma inflammation, so annoying, how should iodine treat it?",treatment,7
my grandma has had arthritis for several years. i saw glucosamine hydrochloride capsules on the internet. i don't know if i can buy it for her,applicable disease,0
can the baby eat norwegian cod liver oil? the norwegian cod liver oil recommended by others is not known for babies.,applicable disease,0
"what should i do, i am very worried about cystitis, is this dangerous?",ask more,1
"i always have insomnia and poor appetite after pregnancy. is there any ways to also solve it! i can't sleep well, and i don't want to eat anymore.",treatment method,8
"one hot and one cold, hot cold, sore throat, snot, yellow, i have been taking cold medicine for two days and niuhuang anti-inflammatory pills. now my throat is different, what should i do if the snot is still yellow?",treatment,7
"pus and blood in the stool, formed, three or four times a day, abdominal pain, abdominal cramping. recurrence, what is the traditional chinese medicine treatment?",treatment method,8
i was born when i was a child and had a hemangioma on my tongue. it has been about 2 months now. i don't know if it can be cured now. what are the treatment methods for infant tongue hemangioma in inner mongolia?,treatment method,8
"obvious emaciation, problem with infection screening",symptoms,6
can i stop taking olanzapine tablets for a year?,usage,9
"the affected area has been wiped with iodine, vanjing flushed, and russian naing ointment for the 13th day. i palpate pain and the affected area of ​​my arm is a little swollen. what should one do now?",method,5
"blood in the bm, there are small fleshy bumps in the anus, difficult, it is hemorrhoids, how to treat hemorrhoids without surgery or surgery?",treatment,7
"hello, my child's hemangioma is on the toe, the risk of surgery is too high, the hemangioma is about 48 mm, please give the following suggestions, how to deal with it, when is the best time for the hemangioma of the baby in inner mongolia treatment time?",treatment,7
"excuse me, what's the matter with menstruation only a little each time?",symptoms,6
"have internal hemorrhoids and polyps, and feel that they're hang and cleave. i have had surgery, but i still feel constipated. how should i treating them?",method,5
why do you need to eat dashi for gastric nerve disorder,applicable disease,0
can my husband take huiren shenbao tablet for diabetes?,applicable disease,0
"single have been suffering from high blood pressure for several years, and i have been taking medicine to hold it. the migraine has been severe in the past month. can i use tianma gouteng granules to relieve the hurting?",applicable disease,0
"it has been a while since i had crohn's disease, and i accidentally mistook mesaxin yesterday. fundament i pee-pee up for it nowadays?",usage,9
"hello doctor, my dad fell to the spinal cord some time ago. it has been more than two months since the operation, and now he is in the recovery period. recently, he feels that his stomach is very hot. it's as hot as boiling water, what is this phenomenon? thank you",symptoms,6
should i really be worried about my elderly parents catching covid-19? what steps should they take to stay healthy?,ask more,1
"i heard from a friend that he was diagnosed with cushing's syndrome, which is rarely heard of. what is cushing's syndrome?",definition,3
"my child's hemangioma has been two or three months old, that is, a red envelope has grown on the right leg. in the past, it was said to be a hemangioma, but now it is getting more and more serious. why do infants in inner mongolia have hemangioma?",cause,2
"stomach pain is always distended, why can't i walk up straight? it hurts even when i cough",cause,2
is high diastolic profligate pressure high blood pressure?,definition,3
what is the disease of precordial nuisance?,definition,3
"i've been smoking for two years, what's the matter with my lung pain today?",treatment,7
shitter yaoxitong capsule be taken with coptis chinensis?,method,5
"kunming is the best epilepsy? my friend suffered a traumatic brain injury due to an accident 2 years ago and had epileptic seizures. limbs twitched, his eyes were turned up, his teeth were locked, and he was unconscious. the common symptoms of epilepsy are which, i don't know if this disease is easy to treat, i want to know some common symptoms of epilepsy.",ask more,1
how should a cute 33-month-old girl drink calcium trisodium gluconate,usage,9
