text,intent,label
"Salutations, my five ultrasonography testing indicate that the sacrococcygeal end is unclear and angled and bent, can you aids me to understand if this is really spina bifida.",definition,3
"What are the Ziyang Epilepsy Hospitals? My brother often suddenly loses consciousness, falls to the ground, twitches his limbs, and spit saliva. It has been more than 3 months now, and he has taken a lot of medicines and has not improved. I went to the hospital and found out that it is epilepsy. I want to know what are the symptoms and treatment methods of epilepsy? and how we need to care for it. Clinical manifestations of epilepsy",ask more,1
"My hair is stuffy, I can't concentrate, and I can't sleep until the middle of the night. How should I take this medicine?",treatment method,8
"I have been coughing ceaselessly since I total punt from a business trip a few months ago. After the treatment, it was good and defective. I had the same disease after I rifle there a few days ago and just came second. I have difficulty breathing. I went to the hospital and said that I have allergic asthma. How should I treat this disease effectively?",method,5
"I feel like a worm is biting my butt (anal itching) for three days. I started to buy abendazole last Thursday, and I take two pills before going to bed every night, and I still feel worms after eating it for four days. What should I do?",treatment method,8
What should I do if I am pregnant with severe constipation,treatment,7
"Frequent urination, what medicine can I return to relieve urgency?",treatment method,8
"i plan to buy this soporific to eat, but 1 don't know if this is a one cours or a half-month form",usage,9
"I want to ask, what is the effect of Sanjieling capsule? can it treat thyroid cyst?",ask more,1
"Eating one tablet is invalid, will it be a difficulties to postulate another one?",usage,9
Mckenzie iodin ask what time of day this olanzapine tablet is exploited for?,usage,9
"Excuse me, does it take ten days for the menstrual period to complete, is it blood stasis?",symptoms,6
"The hands and feet are usually paralyzed, and the blood pressure is usually high. What should I do?",treatment method,8
What is facial neuritis,definition,3
"Leg cramps, indigestion is easy for mycoplasma inflammation, so annoying, how should iodine treat it?",treatment,7
My grandma has had arthritis for several years. I saw Glucosamine Hydrochloride Capsules on the Internet. I don't know if I can buy it for her,applicable disease,0
Can the baby eat Norwegian cod liver oil? The Norwegian cod liver oil recommended by others is not known for babies.,applicable disease,0
"What should I do, I am very worried about cystitis, is this dangerous?",ask more,1
"I always have insomnia and poor appetite after pregnancy. Is there any ways to also solve it! I can't sleep well, and I don't want to eat anymore.",treatment method,8
"One hot and one cold, hot cold, sore throat, snot, yellow, I have been taking cold medicine for two days and Niuhuang anti-inflammatory pills. Now my throat is different, what should I do if the snot is still yellow?",treatment,7
"Pus and blood in the stool, formed, three or four times a day, abdominal pain, abdominal cramping. Recurrence, what is the traditional Chinese medicine treatment?",treatment method,8
I was born when I was a child and had a hemangioma on my tongue. It has been about 2 months now. I don't know if it can be cured now. What are the treatment methods for infant tongue hemangioma in Inner Mongolia?,treatment method,8
"Obvious emaciation, problem with infection screening",symptoms,6
Can I stop taking olanzapine tablets for a year?,usage,9
"The affected area has been wiped with iodine, vanjing flushed, and Russian Naing ointment for the 13th day. I palpate pain and the affected area of ​​my arm is a little swollen. What should one do now?",method,5
"Blood in the BM, there are small fleshy bumps in the anus, difficult, it is hemorrhoids, how to treat hemorrhoids without surgery or surgery?",treatment,7
"Hello, my child's hemangioma is on the toe, the risk of surgery is too high, the hemangioma is about 48 mm, please give the following suggestions, how to deal with it, when is the best time for the hemangioma of the baby in Inner Mongolia Treatment time?",treatment,7
"Excuse me, what's the matter with menstruation only a little each time?",symptoms,6
"Have internal hemorrhoids and polyps, and feel that they're hang and cleave. I have had surgery, but I still feel constipated. How should I treating them?",method,5
Why do you need to eat Dashi for gastric nerve disorder,applicable disease,0
Can my husband take Huiren Shenbao tablet for diabetes?,applicable disease,0
"single have been suffering from high blood pressure for several years, and I have been taking medicine to hold it. The migraine has been severe in the past month. Can I use Tianma Gouteng Granules to relieve the hurting?",applicable disease,0
"It has been a while since I had Crohn's disease, and I accidentally mistook Mesaxin yesterday. fundament I pee-pee up for it nowadays?",usage,9
"Hello doctor, my dad fell to the spinal cord some time ago. It has been more than two months since the operation, and now he is in the recovery period. Recently, he feels that his stomach is very hot. It's as hot as boiling water, what is this phenomenon? Thank you",symptoms,6
should i really be worried about my elderly parents catching covid-19? what steps should they take to stay healthy?,ask more,1
"I heard from a friend that he was diagnosed with Cushing's syndrome, which is rarely heard of. What is Cushing's syndrome?",definition,3
"My child's hemangioma has been two or three months old, that is, a red envelope has grown on the right leg. In the past, it was said to be a hemangioma, but now it is getting more and more serious. Why do infants in Inner Mongolia have hemangioma?",cause,2
"Stomach pain is always distended, why can't I walk up straight? IT hurts even when I cough",cause,2
Is high diastolic profligate pressure high blood pressure?,definition,3
What is the disease of precordial nuisance?,definition,3
"I've been smoking for two years, what's the matter with my lung pain today?",treatment,7
shitter Yaoxitong capsule be taken with Coptis chinensis?,method,5
"Kunming is the best epilepsy? My friend suffered a traumatic brain injury due to an accident 2 years ago and had epileptic seizures. Limbs twitched, his eyes were turned up, his teeth were locked, and he was unconscious. The common symptoms of epilepsy are Which, I don't know if this disease is easy to treat, I want to know some common symptoms of epilepsy.",ask more,1
How should a cute 33-month-old girl drink calcium trisodium gluconate,usage,9
